geo_value,time_value,percent_covid_tests_positive_smoothed,covid_admissions,raw_search,percent_covid_visits,fb_illness,new_cases,full_time_work_prop,percent_home
wv,2020-07-29,2.26130653,1.280239,0.0,0.115146,0.8640093000000001,157,5.439443843435299,26.914923342463997
wy,2020-07-29,4.11522634,1.022644,0.0,0.155148,0.8852389999999999,39,5.022307827077699,27.258799727885002
al,2020-07-30,12.43532441,11.936459,49.69619913,0.654764,1.0859051000000002,2012,5.737187068404,23.430765695119003
ar,2020-07-30,10.0,5.720794000000001,66.70349458,0.41923999999999995,0.6357444999999999,791,4.7005831429903004,22.586653454089
az,2020-07-30,10.64060803,7.9115660000000005,21.68990468,0.64682,0.6972292,2525,4.3146103170363,33.154008239296004
ca,2020-07-30,4.77512098,5.391651,13.09877387,0.5714060000000001,0.8489582,8021,4.6638236245796,32.961911240644
co,2020-07-30,3.31491713,0.862712,24.31230261,0.12892699999999999,0.48643569999999997,408,5.0441598304295,28.404282766233003
ct,2020-07-30,1.50732127,0.7795340000000001,0.0,0.11559900000000001,0.187306,130,4.39840881723,24.273758589626
dc,2020-07-30,1.08108108,1.2295200000000002,0.0,0.457629,0.1245813,58,4.6806704259656,36.725295030644
fl,2020-07-30,10.33367516,11.406236,9.53526712,0.730617,0.9416614,9956,4.6528870188271,29.525043305427
ga,2020-07-30,12.53545613,10.40548,26.47645234,0.677475,1.2949977,3963,5.0307370472125,26.110438504426998
ia,2020-07-30,10.03976143,4.365543,0.0,0.111526,0.884548,662,4.565467920870901,24.216309474406
id,2020-07-30,5.9602649,5.200964,0.0,0.42796000000000006,0.8154788000000001,568,4.9821844993391995,27.385223378991004
il,2020-07-30,5.03930659,3.067002,18.18725512,0.25150700000000004,0.5628883000000001,1772,4.3247276004654,27.673078702327004
in,2020-07-30,7.07703649,4.0825949999999995,17.71142769,0.252035,0.5961773,954,4.9973610373662005,24.902643632049
ks,2020-07-30,8.815427,1.691936,21.63993567,0.224282,0.4568492,294,4.439942813116299,25.388817479759002
ky,2020-07-30,4.7874681,2.431507,26.75606274,0.20603400000000002,0.6473180000000001,659,4.5885839977657,24.992609830313
la,2020-07-30,15.50994499,5.271966,13.76845492,0.682297,1.20969,1708,5.4360510211892,24.242544940642002
ma,2020-07-30,2.62082231,2.218505,18.70940541,0.12348599999999998,0.2820429,354,4.6004787263399,30.843770548453005
md,2020-07-30,7.04410797,2.7787830000000002,15.14107906,0.345017,0.40065170000000006,892,4.159148803079701,33.725017704544
mi,2020-07-30,6.52382475,2.286587,15.58817597,0.185527,0.582968,806,4.9275315020692005,28.014646363991996
mn,2020-07-30,6.79785331,0.422813,9.02682907,0.536499,0.5376468000000001,745,4.6905493283737005,28.954513909063
mo,2020-07-30,7.36607143,4.367873,8.96134528,0.37645,0.6515736,2197,5.2678432214427,26.442890769589006
ms,2020-07-30,14.58718632,11.846103999999999,50.8368261,0.780975,1.1993126,1775,6.015423689422001,22.666648035937
nc,2020-07-30,9.42479071,4.95295,29.58084048,0.292277,0.704191,1951,4.7967647115805,27.601111589193998
ne,2020-07-30,7.31707317,0.789373,83.90187854,0.143843,0.6129843,344,5.3294399635864,25.321044423863004
nh,2020-07-30,2.47933884,3.1377509999999997,0.0,0.039158,0.29114409999999996,31,5.2297494433935,28.399041445467997
nj,2020-07-30,4.12654746,1.393313,16.80191011,0.6011920000000001,0.4257875,370,4.882278841617599,30.021048695312004
nv,2020-07-30,14.03566711,7.765105999999999,58.93963806,0.78155,0.9222846,1018,5.043220772319399,32.977386123752
ny,2020-07-30,3.09516922,1.008536,8.06729761,0.31101999999999996,0.4047696,777,4.8888445792371,31.764713131022
oh,2020-07-30,5.69259962,2.691473,17.66513616,0.22957800000000003,0.6376746999999999,1733,4.8645943823381,26.879792149555996
ok,2020-07-30,8.77886416,4.833128,50.22346065,0.39158899999999996,1.0206249,1117,5.2239848033756,23.990451746523
or,2020-07-30,3.94618834,1.62284,0.0,0.115303,0.48569589999999996,410,4.8317080967942,32.101700392592
pa,2020-07-30,5.74971815,2.17168,7.9594087,0.147835,0.3805567,868,5.0096067448388,30.11513203967
ri,2020-07-30,4.64098074,0.65675,0.0,0.141172,0.4782471,150,5.530660968878701,29.680215002083006
sc,2020-07-30,14.45741758,12.75329,11.21761873,0.46807,0.8319457,1726,5.3826754440282,26.069338140073
sd,2020-07-30,1.17096019,0.42658100000000004,0.0,0.49459899999999996,0.5022009,43,5.2793853771579,25.367992121692
tn,2020-07-30,15.08152174,6.328958,15.62358149,0.482496,0.7731366,2049,5.3502724498918,25.642612700886996
tx,2020-07-30,11.7103374,11.462194,9.11502844,1.032602,1.009134,9272,4.7154402639104,28.604671941229
ut,2020-07-30,9.70149254,4.21707,32.93824817,0.24773,0.6385424,502,5.7894781009057,27.831852663056
va,2020-07-30,5.358615,3.4834949999999996,22.6994143,0.225225,0.44204570000000004,911,4.9463190349083,31.743361509531
vt,2020-07-30,0.0,0.123145,0.0,0.159913,0.5551645000000001,1,5.314648732529199,29.098256878779
wa,2020-07-30,6.9979716,2.130824,6.43759001,0.245571,0.4205544,818,4.8457504661775,33.59054160883599
wi,2020-07-30,1.5625,3.3140129999999997,27.65803592,0.196975,0.5784468,1059,5.4981403294058,27.910005982248997
wv,2020-07-30,2.42587601,1.485697,40.24448286,0.105243,0.8361606,98,5.7290174120724995,27.560005904130996
wy,2020-07-30,4.26356589,1.152073,0.0,0.12098900000000001,0.7626861,58,5.2538238067564,27.563927006936
al,2020-07-31,12.81630026,11.467345,69.25815574,0.636764,1.0894638,1602,4.351412756290399,20.863191413884
ar,2020-07-31,10.14312383,5.479,22.18816729,0.391766,0.7423714,752,4.1363011566801,21.984970938795
az,2020-07-31,11.47250148,7.515696000000001,44.1008235,0.632617,0.7135897,3212,4.360306970184101,32.042230759112
ca,2020-07-31,4.6625252999999995,5.032571,7.53544692,0.5509270000000001,0.8438118,7622,4.4928184634195,31.645835302625002
co,2020-07-31,3.74064838,0.756017,16.75779075,0.111114,0.537381,605,5.164790584870699,28.232517379756
ct,2020-07-31,1.44987572,0.806922,38.48798753,0.11978399999999999,0.1698016,140,4.732392987708099,25.580770586489997
dc,2020-07-31,1.69491525,1.333842,0.0,0.46747799999999995,0.1227108,69,4.7319119856335,35.79782499856899
fl,2020-07-31,10.38282589,11.111937,13.31364134,0.70392,0.9256724000000001,9007,4.377613073008599,28.862225966984006
ga,2020-07-31,12.77342695,10.496478999999999,19.3954444,0.6420899999999999,1.3340186,4066,4.915592713319099,25.807478435849003
ia,2020-07-31,9.20074349,4.145814,39.99643506,0.11823199999999999,0.8399653,468,4.0658638486645,22.72418683729
id,2020-07-31,7.35294118,4.998668,35.81148833,0.37077899999999997,0.816053,474,5.0165785822023,27.515145102662004
il,2020-07-31,4.76675494,2.819544,21.47888847,0.242788,0.5648098000000001,1980,4.6377563655325,27.249336462944
in,2020-07-31,6.47321429,4.326596,9.17468368,0.241373,0.6250325,901,4.822711986515,24.183900924851002
ks,2020-07-31,8.31930228,1.60389,22.54711693,0.20871199999999998,0.41841490000000003,479,3.8850432876626,24.416349724786
ky,2020-07-31,4.82509047,2.5802009999999997,41.29096064,0.224365,0.7878469,765,3.9108655597085997,23.592675731465
la,2020-07-31,15.48344948,5.1722790000000005,14.08576364,0.640788,1.2361351999999999,1799,4.579076859137301,22.85153689714
ma,2020-07-31,2.49970798,2.2581919999999998,13.193088099999999,0.117834,0.3050724,353,3.7662529855784,29.093468376150998
md,2020-07-31,5.74482298,2.630611,15.47877711,0.34330900000000003,0.35174229999999995,1169,3.6016208628749,31.536972202603003
mi,2020-07-31,6.18217692,2.176702,7.78068362,0.17666199999999999,0.5583497,782,3.7372126448530993,25.323764850347004
mn,2020-07-31,5.35714286,0.31490300000000004,0.0,0.507526,0.6106821,771,3.2428918528143003,26.496723828423
mo,2020-07-31,7.25925926,4.319192,9.07266101,0.363769,0.5454424,1477,3.7171535128803,23.279524026327
ms,2020-07-31,14.77223414,12.165158,0.0,0.771708,1.2862236,1168,4.449374237842201,20.290040057707998
nc,2020-07-31,9.47597068,4.670205,4.73273019,0.273086,0.6843533,1988,3.7916354471223,25.69464798633
ne,2020-07-31,5.5,0.5814,58.97698532,0.152195,0.6225454,445,3.7391642300712005,21.742426055414
nh,2020-07-31,3.73831776,2.908138,0.0,0.033091,0.3885575,39,3.4678773157402003,26.049491335875004
nj,2020-07-31,4.0703354,1.356223,12.22498435,0.59054,0.4526098,690,3.3317641656494,28.208797372035
nv,2020-07-31,13.33561879,7.8303259999999995,0.0,0.754462,0.7997976,1264,3.6437180526115998,29.846603711607
ny,2020-07-31,2.92247123,1.021543,7.67613103,0.299081,0.39849429999999997,644,3.7897875803644996,29.740021715885995
oh,2020-07-31,5.92066311,2.718033,19.11987184,0.215925,0.6472747,1533,4.1031797670719,25.171561299281997
ok,2020-07-31,9.00909176,5.021987,17.23667582,0.372068,0.8917997999999999,747,4.206013331904599,22.735673075819
or,2020-07-31,4.363974,1.5484719999999998,0.0,0.11268299999999999,0.5525259,361,3.9597309156181004,29.722187446367997
pa,2020-07-31,5.13392857,2.3360830000000004,16.04678444,0.135,0.4410937,980,4.182385142185,28.969951478557004
ri,2020-07-31,4.09463148,0.59086,85.91065292,0.134631,0.4594532,72,4.2147086942694,28.400693410160997
sc,2020-07-31,14.98796837,12.076139,0.0,0.44100200000000006,0.8885415999999999,1444,4.068620297373,24.321279277048003
sd,2020-07-31,0.95923261,0.41892399999999996,0.0,0.441508,0.560277,78,4.0837990534141,23.518655009525002
tn,2020-07-31,14.89643015,5.954305000000001,39.6079977,0.46668699999999996,0.8808181999999999,3088,4.6223773205754,23.82924749017
tx,2020-07-31,11.53617443,11.212418,10.79781263,0.999647,0.9978549999999999,11313,3.8859849848363,25.995401475986
ut,2020-07-31,10.73825503,4.331571,0.0,0.236224,0.5751003,500,4.774878333832401,25.679519528575
va,2020-07-31,5.30939649,3.380172,0.0,0.227336,0.4539483,984,3.9906295350177006,28.745002070337
vt,2020-07-31,0.0,0.125364,0.0,0.119434,0.5976164,7,4.468682024629199,27.576650158980996
wa,2020-07-31,7.13572854,2.160128,32.51139293,0.229573,0.3993483,0,3.8138267885117996,30.10077029268
wi,2020-07-31,1.2345678999999998,3.40335,33.65165897,0.19075999999999999,0.5790203,832,4.0404116881591,25.622961326414
wv,2020-07-31,2.81690141,1.7716459999999998,0.0,0.10065299999999999,0.7717538,204,4.504112513039401,25.360618682629
wy,2020-07-31,3.01003344,1.2588030000000001,0.0,0.11774200000000001,0.7954486,40,4.068759297232299,25.976399109466
al,2020-08-01,12.83198986,11.476661,28.24913492,0.664913,1.1083994,2033,2.7570444089410997,23.899563090489
ar,2020-08-01,9.98751561,5.316875,25.72249899,0.41418299999999997,0.8382818000000001,662,2.7122760834122004,24.937595672024003
az,2020-08-01,11.88986233,7.784656,31.94114495,0.631188,0.6404132,2992,3.9554258653601,33.95818114731599
ca,2020-08-01,4.71037556,4.8440650000000005,11.12341547,0.5279659999999999,0.8469196,6057,3.7106964252547994,33.58213445043099
co,2020-08-01,3.99515738,0.699792,9.11216966,0.114254,0.48033190000000003,458,3.951930651182,29.517349971171996
ct,2020-08-01,1.39429977,0.791226,0.0,0.12307699999999999,0.1974261,0,3.3985620573749,26.823902219668
dc,2020-08-01,1.70940171,1.546327,69.7934115,0.477171,0.1446152,79,4.4871745947817,35.420516971804
fl,2020-08-01,10.37937264,11.093882,16.30987082,0.692082,0.9241469999999999,9642,2.6549777382249,30.571384992335997
ga,2020-08-01,12.67996065,10.637413,14.12620434,0.644522,1.3425627,3660,2.1574583511303,26.941885772038997
ia,2020-08-01,9.292035400000001,3.8756800000000005,22.30115278,0.110679,0.7548995,540,2.3248772209771,24.588915192189003
id,2020-08-01,7.40740741,4.837956,0.0,0.368158,0.8831513000000001,394,2.9319463764931,27.658267397562003
il,2020-08-01,4.63656611,2.744145,8.25027288,0.23564200000000002,0.5670463000000001,1639,2.5923660164213,26.952946900649998
in,2020-08-01,6.46747352,4.398644,29.610521999999996,0.231386,0.7002282,968,2.4186619928455997,25.496847265857
ks,2020-08-01,8.25039242,1.5404,0.0,0.23381999999999997,0.34147990000000006,228,2.3513561673158,26.472027395520996
ky,2020-08-01,5.04330107,2.759085,43.82020032,0.250205,0.8489385,572,2.4284419172812997,25.706792404415
la,2020-08-01,15.416758300000001,4.8604519999999996,64.7730931,0.619889,1.0861025,0,2.8879147381956,25.64318773863
ma,2020-08-01,2.25666743,2.291816,22.88261563,0.109983,0.30437240000000004,152,3.6055083073461,29.903617787945002
md,2020-08-01,5.92801694,2.67513,17.33701017,0.342962,0.2998132,1019,2.8620699371607,31.84053894207
mi,2020-08-01,6.25610948,2.090157,16.59292233,0.167596,0.550009,751,3.3440158388509,27.564398680141
mn,2020-08-01,5.35714286,0.29180500000000004,31.92174288,0.473915,0.6470602,725,2.9424904410711004,29.602026042752
mo,2020-08-01,7.44837758,4.136316000000001,20.93963538,0.376325,0.5263711999999999,1016,2.8165682699723003,26.736704069199003
ms,2020-08-01,14.64755192,12.416684,82.60346067,0.789043,1.1379836,1134,2.7332517839947004,24.205696736663
nc,2020-08-01,9.33406114,4.805716,0.0,0.271916,0.6476354,1402,2.3854510003799,26.974013834001
ne,2020-08-01,6.05042017,0.372854,33.00192087,0.151597,0.7064318,180,2.7057301540282004,25.473732682468004
nh,2020-08-01,4.5045044999999995,2.706423,0.0,0.032808,0.3483865,31,2.7154634713732007,28.409577069314
nj,2020-08-01,3.92464678,1.32847,16.96028144,0.602092,0.464271,369,2.7215201823004,28.89257118493
nv,2020-08-01,13.22140609,8.136871000000001,0.0,0.6930649999999999,0.8961259,986,3.2203976946060004,32.767011394520004
ny,2020-08-01,2.78026906,1.027798,8.74326379,0.28891300000000003,0.3812585,753,3.2148266777358,30.325249102456
oh,2020-08-01,6.21118012,2.6800439999999996,10.19334777,0.220651,0.6302263000000001,928,2.8619178290637,26.195961149143
ok,2020-08-01,8.7090653,5.2791440000000005,95.51660799999999,0.35172,0.9862310999999999,1244,2.5267553490815002,24.353861232061
or,2020-08-01,4.19325433,1.540297,13.61591381,0.140007,0.5216122000000001,325,3.2596770557325003,30.926355507639002
pa,2020-08-01,5.46875,2.388245,20.52322383,0.128706,0.45940929999999996,681,3.1133577107927004,28.381685898824998
ri,2020-08-01,4.35643564,0.529067,48.72635146,0.152879,0.41607829999999996,0,3.4581067914036008,28.136322200653996
sc,2020-08-01,15.26260134,11.833661,12.51792365,0.442775,0.8702347,1583,2.5855758816294996,25.20411044739
sd,2020-08-01,0.96153846,0.418679,0.0,0.46906000000000003,0.44799520000000004,98,2.8578238898172996,25.403009059466005
tn,2020-08-01,14.95287061,5.78631,8.66951992,0.45767299999999994,0.9250769,2225,2.3737866634494997,25.412912755374002
tx,2020-08-01,11.42326733,11.357812,10.45007166,0.9796590000000001,1.0206408000000002,6512,2.3711087084311,27.172221194768
ut,2020-08-01,11.53846154,4.259316,56.06474007,0.23342800000000002,0.5937638000000001,506,3.0261320577445,25.872722455985002
va,2020-08-01,5.34828157,3.346514,11.77525096,0.21662399999999998,0.4390147,913,2.6531101606938003,28.821113481964005
vt,2020-08-01,0.68493151,0.128012,0.0,0.097872,0.48606049999999995,7,3.6136340651495007,28.144027614135997
wa,2020-08-01,7.17131474,2.076136,21.65690719,0.224228,0.34422470000000005,1738,2.9782379248452004,31.296585610365995
wi,2020-08-01,1.26582278,3.5784,37.32822362,0.187445,0.528058,1062,2.6604890578279,27.078052771701998
wv,2020-08-01,2.60869565,1.8930779999999998,0.0,0.101244,0.8193937,159,3.0928262368903003,26.069815483841
wy,2020-08-01,3.0,1.308382,0.0,0.100346,0.5448510999999999,43,3.2280848460166003,27.801515590634
al,2020-08-02,12.81027656,12.389141,13.82267376,0.692828,1.1411566,1159,2.4943130335437,28.938075647497996
ar,2020-08-02,10.29040404,5.312404,0.0,0.43573900000000004,0.8033026,637,2.5418668566278004,28.393226867353004
az,2020-08-02,11.44067797,8.868483,0.0,0.642915,0.6408494,1465,2.8893967083692997,36.614650950621005
ca,2020-08-02,4.78134111,5.076002,7.70895518,0.5375810000000001,0.8243860000000001,5562,3.2308915086551004,36.66078894893901
co,2020-08-02,3.69088812,0.848684,27.6322452,0.125033,0.5051082,460,3.1065501848194,33.473048808946004
ct,2020-08-02,1.52829409,0.894975,0.0,0.133113,0.24148809999999998,0,2.8228845941633,30.671122271670004
dc,2020-08-02,1.70940171,1.8055169999999998,0.0,0.481418,0.1442629,69,3.9087079242603995,37.822070181741
fl,2020-08-02,10.29060673,10.387506,11.67448707,0.7343609999999999,0.9237728000000001,7104,2.2726264269128,34.705946523708995
ga,2020-08-02,12.68976603,10.870277,4.7146349,0.673434,1.3140541000000001,3165,2.0978955022148003,31.387596622941
ia,2020-08-02,9.2348285,3.8868489999999998,0.0,0.10254100000000001,0.7507520000000001,430,2.843518174336,31.059028365486004
id,2020-08-02,8.39694656,5.3165309999999995,0.0,0.395617,0.8313486999999999,0,3.0683357068886004,33.80723359332
il,2020-08-02,4.64740352,2.792964,18.73320074,0.23581799999999997,0.562175,1470,2.8589300177576003,33.083753475608
in,2020-08-02,5.61628345,4.597478,30.12016001,0.252531,0.7461074000000001,735,2.7314579664315,31.491861060417996
ks,2020-08-02,8.58098618,1.581352,0.0,0.253924,0.352889,279,2.8815000614117,32.692915695050004
ky,2020-08-02,5.25565801,2.921026,45.52731189,0.260347,0.9054376000000001,462,2.8471882771873998,30.895975658453995
la,2020-08-02,15.17379679,5.116314,31.31321689,0.640041,1.1559605,3467,3.2743893898438,31.232280913687
ma,2020-08-02,2.19695297,3.902475,7.28791155,0.10283800000000001,0.35406420000000005,121,3.8732518019982,34.189837966056
md,2020-08-02,5.96264368,2.960038,17.14685301,0.34936100000000003,0.3499069,909,3.1685098971384997,37.057091424344
mi,2020-08-02,6.51685393,2.100878,16.15048183,0.163695,0.5964136,426,3.1185482184134,32.120939270631
mn,2020-08-02,5.3667263,0.418983,32.06634089,0.457743,0.575325,759,2.5351669328223,34.580739918331
mo,2020-08-02,7.24852071,4.373774,36.75894461,0.396694,0.6159299,552,2.3745446004215998,31.088400826601003
ms,2020-08-02,14.80374708,12.722472999999999,0.0,0.8267709999999999,1.1492254,672,2.3120282704615,28.180221110681003
nc,2020-08-02,9.31659693,4.946244999999999,23.56086381,0.266613,0.6678801,1370,2.670201280269,32.438989909025004
ne,2020-08-02,5.69514238,0.296281,0.0,0.160701,0.8113366999999999,311,2.2322900482071,29.836562454505
nh,2020-08-02,4.5045044999999995,2.622017,0.0,0.039457,0.3480836,20,2.5074056425676003,32.320840744875
nj,2020-08-02,4.0853109,3.2151560000000003,5.37976025,0.5933649999999999,0.35221240000000004,321,2.5728030842301,32.600730372006
nv,2020-08-02,13.27742837,8.676144,36.68420297,0.711932,0.9826283000000001,1131,2.7752174291187997,36.654516472538
ny,2020-08-02,2.79772591,1.2172530000000001,13.77975737,0.279982,0.4187041,531,3.6529530598401,35.113063306078004
oh,2020-08-02,6.18161926,2.815609,22.9760009,0.22640700000000002,0.6102444,944,3.3251756796682006,32.53188392098
ok,2020-08-02,9.08456551,5.900606,38.69977256,0.365346,1.0128298,494,2.6701887184068,29.378235289484994
or,2020-08-02,3.80589914,1.429505,13.77412783,0.15871,0.49749909999999997,280,3.4290243220187997,36.121482776968996
pa,2020-08-02,5.43478261,2.28899,0.0,0.11093499999999999,0.4479299,565,3.3710473508114998,33.990291195189
ri,2020-08-02,4.55015512,0.491436,46.72023921,0.143468,0.3959327,0,3.5794342229237,33.159242049489
sc,2020-08-02,15.03786513,11.868943,37.58239066,0.45141800000000004,0.8969606999999999,1189,2.5267530748723,30.666626522983005
sd,2020-08-02,0.96153846,0.41562299999999996,0.0,0.532317,0.6042599,86,2.8986277280723995,30.688501190867
tn,2020-08-02,15.48081069,6.001258999999999,0.0,0.481446,0.9050011999999998,1443,2.2798976519621,30.703576852563003
